Genomes,1,2,3,4,5,6,7,8,9,
1,0.0,0.9962999506660088,0.996272365805169,0.9935435808294015,0.3248132127408573,0.9962806843540788,0.9967924993831729,0.9965078573210276,0.9961127308066083,
2,0.9962999506660088,0.0,0.7853269537480063,0.9963235294117647,0.9962630792227205,0.9516616314199395,0.9481623697202414,0.781099324975892,0.8210939860985191,
3,0.996272365805169,0.7853269537480063,0.0,0.9962943356273161,0.9962349397590361,0.9512600387704238,0.9486045869024593,0.6112956810631229,0.7386770935158031,
4,0.9935435808294015,0.9963235294117647,0.9962943356273161,0.0,0.9932262920220772,0.9963031423290203,0.9963206307490144,0.9962785752259437,0.9963833634719711,
5,0.3248132127408573,0.9962630792227205,0.9962349397590361,0.9932262920220772,0.0,0.9962434259954921,0.99676052828308,0.9964726631393298,0.9960745829244357,
6,0.9962806843540788,0.9516616314199395,0.9512600387704238,0.9963031423290203,0.9962434259954921,0.0,0.8986427952642217,0.9516263552960801,0.9499323410013532,
7,0.9967924993831729,0.9481623697202414,0.9486045869024593,0.9963206307490144,0.99676052828308,0.8986427952642217,0.0,0.9448621553884712,0.9518687819306265,
8,0.9965078573210276,0.781099324975892,0.6112956810631229,0.9962785752259437,0.9964726631393298,0.9516263552960801,0.9448621553884712,0.0,0.7524271844660194,
9,0.9961127308066083,0.8210939860985191,0.7386770935158031,0.9963833634719711,0.9960745829244357,0.9499323410013532,0.9518687819306265,0.7524271844660194,0.0,
